cu_num,M,N,K,q_dtype_w,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,16384,51200,5120,torch.float8_e4m3fn,33,0,3711.513,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2314.4,545.26,0.0
256,16384,53248,16384,torch.float8_e4m3fn,33,0,11284.2706,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2533.38,255.73,0.0
256,16384,57344,8192,torch.float8_e4m3fn,33,0,5984.2692,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2572.27,414.93,0.0
256,32768,800,5120,torch.float8_e4m3fn,69,0,196.771,a8w8_bpreshuffle_256x128x160x128_16x16_16x16_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,1364.2,1139.89,0.0
256,32768,1280,8192,torch.float8_e4m3fn,154,0,288.2725,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2383.84,1258.56,0.0
256,32768,2304,16384,torch.float8_e4m3fn,154,0,1073.694,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2304.1,675.81,0.0
256,32768,2560,8192,torch.float8_e4m3fn,158,0,549.7961,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2499.82,831.54,0.0
256,32768,4608,16384,torch.float8_e4m3fn,154,0,2120.2853,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2333.55,431.24,0.0
256,32768,5120,640,torch.float8_e4m3fn,143,0,181.1291,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1185.61,1986.39,0.0
256,32768,5120,1280,torch.float8_e4m3fn,102,0,269.995,a8w8_bpreshuffle_256x96x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1590.76,1422.4,0.0
256,32768,5120,3200,torch.float8_e4m3fn,33,0,492.1153,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2181.89,928.21,0.0
256,32768,5120,5120,torch.float8_e4m3fn,33,0,764.8154,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2246.28,692.36,0.0
256,32768,5120,6400,torch.float8_e4m3fn,33,0,868.9521,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2471.35,665.2,0.0
256,32768,5120,25600,torch.float8_e4m3fn,154,0,3714.3301,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2312.65,351.47,0.0
256,32768,6400,5120,torch.float8_e4m3fn,33,0,980.8335,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2189.45,632.09,0.0
256,32768,7168,8192,torch.float8_e4m3fn,158,0,1484.7467,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2591.88,536.74,0.0
256,32768,8192,1024,torch.float8_e4m3fn,143,0,340.0384,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1616.75,1702.2,0.0
256,32768,8192,2048,torch.float8_e4m3fn,143,0,536.6149,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2048.98,1156.8,0.0
256,32768,8192,3584,torch.float8_e4m3fn,51,0,841.2106,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2287.35,812.72,0.0
256,32768,8192,7168,torch.float8_e4m3fn,158,0,1500.7026,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2564.33,553.39,0.0
256,32768,8192,8192,torch.float8_e4m3fn,158,0,1696.016,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2593.16,514.39,0.0
256,32768,8192,28672,torch.float8_e4m3fn,33,0,5558.3544,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2769.37,307.87,0.0
256,32768,9216,16384,torch.float8_e4m3fn,33,0,4103.0357,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2411.78,314.85,0.0
256,32768,10240,8192,torch.float8_e4m3fn,158,0,2102.9024,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2614.27,486.67,0.0
256,32768,12800,5120,torch.float8_e4m3fn,33,0,1888.3681,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2274.43,567.78,0.0
256,32768,13312,16384,torch.float8_e4m3fn,33,0,6036.8682,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2367.73,269.58,0.0
256,32768,14336,8192,torch.float8_e4m3fn,158,0,2945.0068,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2613.43,450.05,0.0
256,32768,16384,2048,torch.float8_e4m3fn,102,0,1180.9193,a8w8_bpreshuffle_256x96x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1862.13,994.48,0.0
256,32768,16384,4096,torch.float8_e4m3fn,33,0,1989.9333,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2210.15,640.76,0.0
256,32768,16384,6656,torch.float8_e4m3fn,33,0,3099.1632,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2306.05,452.02,0.0
256,32768,16384,8192,torch.float8_e4m3fn,33,0,3588.7344,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2451.03,411.4,0.0
256,32768,16384,13312,torch.float8_e4m3fn,33,0,5598.3345,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2553.2,308.67,0.0
256,32768,16384,26624,torch.float8_e4m3fn,154,0,12187.7899,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2345.57,195.47,0.0
256,32768,26624,16384,torch.float8_e4m3fn,33,0,11524.899,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2480.48,235.83,0.0
256,32768,51200,5120,torch.float8_e4m3fn,33,0,7575.0119,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2267.97,499.72,0.0
256,32768,53248,16384,torch.float8_e4m3fn,33,0,22600.3968,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2529.81,216.76,0.0
256,32768,57344,8192,torch.float8_e4m3fn,158,0,11963.3054,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2573.4,375.84,0.0
80,192,128,5120,torch.int8,160,8,12.1485,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,20.72,138.91,0.1606
80,64,1536,5120,torch.int8,160,6,12.9215,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,77.9,649.2,0.1336
80,80,1536,5120,torch.int8,160,6,13.5695,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,92.73,627.86,0.135
80,128,1536,5120,torch.int8,160,6,14.3572,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,140.23,620.8,0.1335
80,150,1536,5120,torch.int8,161,6,18.1719,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,129.83,500.39,0.1344
80,192,1536,5120,torch.int8,161,6,18.2027,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,165.9,518.45,0.1342
80,220,1536,5120,torch.int8,160,3,21.1629,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,163.51,456.77,0.0857
80,256,1536,5120,torch.int8,160,3,21.3733,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,188.39,466.07,0.0853
80,384,1536,5120,torch.int8,161,3,26.9758,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,223.9,408.15,0.0875
80,448,1536,5120,torch.int8,161,2,33.1084,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,212.83,348.38,0.0523
80,512,1536,5120,torch.int8,161,2,33.5781,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,239.83,359.12,0.0534
80,128,8192,1024,torch.int8,160,1,14.9178,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,143.95,711.69,0.0
80,192,8192,1024,torch.int8,161,1,19.5799,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,164.52,599.13,0.0007
80,256,8192,1024,torch.int8,160,1,27.0157,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,158.98,475.47,0.0
80,320,8192,1024,torch.int8,161,1,34.1636,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,157.15,408.6,0.0
80,512,8192,1024,torch.int8,161,1,49.4192,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,173.82,350.1,0.0003
80,1024,8192,1024,torch.int8,161,1,82.0338,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,209.42,319.56,0.0
80,2048,8192,1024,torch.int8,161,1,147.0079,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,233.73,299.58,0.0003
80,4096,8192,1024,torch.int8,161,1,288.7332,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,238.0,276.0,0.0003
80,8192,8192,1024,torch.int8,161,1,563.934,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,243.71,267.75,0.0006
80,16384,8192,1024,torch.int8,161,1,1104.9189,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,248.78,265.72,0.0004
80,128,1280,8192,torch.int8,161,8,18.4707,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,145.33,642.21,0.1588
80,192,1280,5120,torch.int8,161,8,16.3619,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,153.81,490.66,0.1651
80,192,1280,8192,torch.int8,161,8,19.5141,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,206.34,643.13,0.1637
80,192,1280,1024,torch.int8,160,6,9.0346,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,55.71,221.24,0.0914
80,192,1536,1024,torch.int8,160,3,10.3979,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,58.09,226.9,0.0725
80,256,1280,8192,torch.int8,160,4,23.0901,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,232.51,573.33,0.1074
80,320,1280,8192,torch.int8,161,4,29.0859,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,230.73,478.8,0.107
80,512,1280,8192,torch.int8,160,2,38.6745,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,277.64,413.47,0.0542
80,1024,1280,8192,torch.int8,160,1,69.7841,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,307.73,308.03,0.0
80,2048,1280,8192,torch.int8,160,1,132.2413,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,324.78,245.81,0.0
80,4096,1280,8192,torch.int8,161,1,251.3328,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,341.78,216.95,0.0021
80,8192,1280,8192,torch.int8,161,1,496.6916,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,345.89,198.45,0.0016
80,16384,1280,8192,torch.int8,161,1,906.8273,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,378.9,205.82,0.0021
80,192,8192,5120,torch.int8,161,1,60.0426,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_192x128E,268.25,767.32,0.0026
80,1,128,7168,torch.float8_e4m3fn,25,0,10.735,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,0,0,0
80,1,576,7168,torch.float8_e4m3fn,10,0,11.2398,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,1,1536,7168,torch.float8_e4m3fn,10,0,11.721,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,1,2240,7168,torch.float8_e4m3fn,10,0,11.8963,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,1,3072,1536,torch.float8_e4m3fn,5,0,5.6562,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,1,4096,7168,torch.float8_e4m3fn,11,0,13.4343,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,1,7168,2048,torch.float8_e4m3fn,10,0,9.1526,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,1,7168,16384,torch.float8_e4m3fn,24,0,39.678,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,0,0,0
80,1,7168,18432,torch.float8_e4m3fn,10,0,42.556,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,1,8192,1536,torch.float8_e4m3fn,11,0,7.6538,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,1,11264,1536,torch.float8_e4m3fn,108,0,9.3388,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,1,24576,1536,torch.float8_e4m3fn,15,0,13.5093,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,1,32768,512,torch.float8_e4m3fn,9,0,9.7066,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,1,32768,1536,torch.float8_e4m3fn,15,0,17.5611,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,1,36864,7168,torch.float8_e4m3fn,6,0,76.2189,a8w8_bpreshuffle_256x16x128x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_8x8x1_1x2_intrawave_v1,0,0,0
80,2,128,7168,torch.float8_e4m3fn,10,0,10.1434,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,2,512,7168,torch.float8_e4m3fn,10,0,11.2907,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,2,576,7168,torch.float8_e4m3fn,10,0,11.5102,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,2,1536,7168,torch.float8_e4m3fn,10,0,12.1679,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,2,2240,7168,torch.float8_e4m3fn,10,0,12.1906,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,2,3072,1536,torch.float8_e4m3fn,11,0,5.911,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,2,4096,512,torch.float8_e4m3fn,23,0,4.4526,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v2,0,0,0
80,2,4096,7168,torch.float8_e4m3fn,11,0,13.2939,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,2,4608,7168,torch.float8_e4m3fn,5,0,13.597,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,2,7168,256,torch.float8_e4m3fn,75,0,6.3266,a8w8_bpreshuffle_128x16x256x64_16x16_16x16_4x16x1_4x32x1_1x16x1x8_8x8x1_1x2_intrawave_v1,0,0,0
80,2,7168,2048,torch.float8_e4m3fn,5,0,8.5166,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,2,7168,2304,torch.float8_e4m3fn,29,0,9.905,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v2,0,0,0
80,2,7168,16384,torch.float8_e4m3fn,10,0,37.3783,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,2,7168,18432,torch.float8_e4m3fn,10,0,42.2924,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,2,8192,1536,torch.float8_e4m3fn,5,0,7.8006,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,2,11264,1536,torch.float8_e4m3fn,15,0,9.4898,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,2,24576,1536,torch.float8_e4m3fn,108,0,13.6777,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,2,32768,512,torch.float8_e4m3fn,9,0,9.513,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,2,32768,1536,torch.float8_e4m3fn,108,0,17.4059,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,2,36864,7168,torch.float8_e4m3fn,20,0,78.3165,a8w8_bpreshuffle_256x16x128x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_8x8x1_1x2_intrawave_v2,0,0,0
80,4,128,7168,torch.float8_e4m3fn,10,0,10.0606,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,4,512,7168,torch.float8_e4m3fn,10,0,11.6471,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,4,576,7168,torch.float8_e4m3fn,10,0,11.6411,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,4,1536,7168,torch.float8_e4m3fn,10,0,12.2579,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,4,2240,7168,torch.float8_e4m3fn,10,0,12.3558,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,4,3072,1536,torch.float8_e4m3fn,11,0,5.8834,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,4,4096,512,torch.float8_e4m3fn,23,0,4.5342,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v2,0,0,0
80,4,4096,7168,torch.float8_e4m3fn,5,0,13.5363,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,4,4608,7168,torch.float8_e4m3fn,5,0,13.6563,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,4,7168,256,torch.float8_e4m3fn,73,0,6.9558,a8w8_bpreshuffle_256x32x256x64_16x16_16x16_4x32x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v1,0,0,0
80,4,7168,2048,torch.float8_e4m3fn,108,0,8.5722,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,4,7168,2304,torch.float8_e4m3fn,108,0,9.9551,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,4,7168,16384,torch.float8_e4m3fn,10,0,37.6428,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,4,7168,18432,torch.float8_e4m3fn,10,0,42.1052,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,4,8192,1536,torch.float8_e4m3fn,6,0,8.0606,a8w8_bpreshuffle_256x16x128x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_8x8x1_1x2_intrawave_v1,0,0,0
80,4,11264,1536,torch.float8_e4m3fn,10,0,9.667,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,4,24576,1536,torch.float8_e4m3fn,15,0,13.9333,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,4,32768,512,torch.float8_e4m3fn,23,0,9.1702,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v2,0,0,0
80,4,32768,1536,torch.float8_e4m3fn,109,0,18.3707,a8w8_bpreshuffle_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,0,0,0
80,4,36864,7168,torch.float8_e4m3fn,32,0,78.8657,a8w8_bpreshuffle_256x16x512x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v2,0,0,0
80,8,128,7168,torch.float8_e4m3fn,10,0,10.4198,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,8,512,7168,torch.float8_e4m3fn,10,0,11.7575,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,8,576,7168,torch.float8_e4m3fn,10,0,11.871,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,8,1536,7168,torch.float8_e4m3fn,10,0,12.559,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,8,2240,7168,torch.float8_e4m3fn,10,0,12.6438,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,8,3072,1536,torch.float8_e4m3fn,10,0,5.8254,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,8,4096,512,torch.float8_e4m3fn,9,0,4.1858,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0,0,0
80,8,4096,7168,torch.float8_e4m3fn,11,0,13.6103,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,8,4608,7168,torch.float8_e4m3fn,5,0,13.8099,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
80,8,7168,256,torch.float8_e4m3fn,75,0,6.2842,a8w8_bpreshuffle_128x16x256x64_16x16_16x16_4x16x1_4x32x1_1x16x1x8_8x8x1_1x2_intrawave_v1,0,0,0
80,8,7168,2048,torch.float8_e4m3fn,24,0,8.685,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,0,0,0
80,8,7168,2304,torch.float8_e4m3fn,108,0,10.0038,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,0,0,0
