gfx,cu_num,M,N,K,outdtype,bias,scale_block,bpreshuffle,scale_a_transposed,libtype,kernelId,splitK,us,kernelName,errRatio,tflops,bw
gfx950,256,224,768,7168,torch.bfloat16,False,128,True,True,flydsl,14,1,23.1233,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x4_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,106.66,322.39
gfx950,256,240,768,7168,torch.bfloat16,False,128,True,True,flydsl,14,1,23.2193,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x4_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,113.8,327.05
gfx950,256,256,768,7168,torch.bfloat16,False,128,True,True,flydsl,6,1,23.4673,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x2_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,120.11,329.53
gfx950,256,288,768,7168,torch.bfloat16,False,128,True,True,flydsl,14,1,23.4874,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x4_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,135.0,341.11
gfx950,256,320,768,7168,torch.bfloat16,False,128,True,True,flydsl,14,1,23.6953,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x4_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,148.69,349.87
gfx950,256,352,768,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,28.4594,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,136.18,301.09
gfx950,256,384,768,7168,torch.bfloat16,False,128,True,True,flydsl,24,1,28.7674,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x2_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,146.97,307.55
gfx950,256,416,768,7168,torch.bfloat16,False,128,True,True,flydsl,24,1,28.9994,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x2_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,157.94,314.69
gfx950,256,448,768,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,28.8554,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,170.94,325.92
gfx950,256,480,768,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,28.9274,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,182.69,334.73
gfx950,256,512,768,7168,torch.bfloat16,False,128,True,True,flydsl,24,1,29.2114,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x2_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,192.98,341.01
gfx950,256,544,768,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,28.9393,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,206.97,353.84
gfx950,256,576,768,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,28.9154,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,219.32,363.77
gfx950,256,608,768,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,29.1793,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,229.41,370.02
gfx950,256,640,768,7168,torch.bfloat16,False,128,True,True,flydsl,24,1,29.8994,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x2_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,235.67,370.43
gfx950,256,672,768,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,29.6593,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,249.46,382.82
gfx950,256,704,768,7168,torch.bfloat16,False,128,True,True,flydsl,36,1,32.5594,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x4_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,238.06,357.27
gfx950,256,736,768,7168,torch.bfloat16,False,128,True,True,flydsl,27,1,32.8795,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x4_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,246.46,362.27
gfx950,256,768,768,7168,torch.bfloat16,False,128,True,True,flydsl,36,1,32.9154,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x4_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,256.89,370.33
gfx950,256,800,768,7168,torch.bfloat16,False,128,True,True,flydsl,23,1,32.9594,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x3_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,267.24,378.29
gfx950,256,832,768,7168,torch.bfloat16,False,128,True,True,flydsl,36,1,32.9674,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x4_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,277.86,386.65
gfx950,256,864,768,7168,torch.bfloat16,False,128,True,True,flydsl,27,1,33.0954,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x4_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,287.43,393.57
gfx950,256,896,768,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,32.3675,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x3_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,304.78,411.02
gfx950,256,928,768,7168,torch.bfloat16,False,128,True,True,flydsl,27,1,32.7314,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x4_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,312.16,414.96
gfx950,256,960,768,7168,torch.bfloat16,False,128,True,True,flydsl,36,1,32.7674,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x4_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,322.57,423.01
gfx950,256,992,768,7168,torch.bfloat16,False,128,True,True,flydsl,17,1,33.2115,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,328.86,425.74
gfx950,256,1024,768,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,32.6193,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x3_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,345.63,442.01
gfx950,256,1088,768,7168,torch.bfloat16,False,128,True,True,flydsl,36,1,32.7475,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x4_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,365.8,457.29
gfx950,256,1152,768,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,33.3554,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x3_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,380.26,465.65
gfx950,256,1216,768,7168,torch.bfloat16,False,128,True,True,flydsl,36,1,33.1034,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x4_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,404.44,486.03
gfx950,256,1280,768,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,33.9834,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,414.7,489.83
gfx950,256,1344,768,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,33.9074,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x3_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,436.41,507.36
gfx950,256,1408,768,7168,torch.bfloat16,False,128,True,True,flydsl,18,1,39.5634,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,391.83,448.91
gfx950,256,1472,768,7168,torch.bfloat16,False,128,True,True,flydsl,21,1,40.0474,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x128x4_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,404.69,457.39
gfx950,256,1536,768,7168,torch.bfloat16,False,128,True,True,flydsl,18,1,40.0755,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,421.99,470.97
gfx950,256,1600,768,7168,torch.bfloat16,False,128,True,True,flydsl,18,1,40.2475,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,437.69,482.8
gfx950,256,1664,768,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,42.7154,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,428.9,467.95
gfx950,256,1728,768,7168,torch.bfloat16,False,128,True,True,flydsl,22,1,43.0756,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,441.67,476.96
gfx950,256,1792,768,7168,torch.bfloat16,False,128,True,True,flydsl,18,1,39.8396,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,495.24,529.69
gfx950,256,1856,768,7168,torch.bfloat16,False,128,True,True,flydsl,18,1,40.2156,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,508.13,538.59
gfx950,256,1920,768,7168,torch.bfloat16,False,128,True,True,flydsl,18,1,40.7395,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,518.89,545.34
gfx950,256,1984,768,7168,torch.bfloat16,False,128,True,True,flydsl,22,1,43.3477,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,503.92,525.37
gfx950,256,2048,768,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,43.3874,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,519.7,537.73
gfx950,256,4096,768,7168,torch.bfloat16,False,128,True,True,flydsl,2,1,66.496,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm4_pft_gfx950,0.0,678.19,618.93
gfx950,256,6144,768,7168,torch.bfloat16,False,128,True,True,flydsl,20,1,86.4482,flydsl_mxfp8_bf16_sb128_bp1_sat1_t128x128x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm4_pft_gfx950,0.0,782.5,682.29
gfx950,256,8192,768,7168,torch.bfloat16,False,128,True,True,flydsl,20,1,89.1281,flydsl_mxfp8_bf16_sb128_bp1_sat1_t128x128x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm4_pft_gfx950,0.0,1011.96,861.77
gfx950,256,10240,768,7168,torch.bfloat16,False,128,True,True,flydsl,20,1,91.7002,flydsl_mxfp8_bf16_sb128_bp1_sat1_t128x128x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm4_pft_gfx950,0.0,1229.47,1031.99
gfx950,256,12288,768,7168,torch.bfloat16,False,128,True,True,flydsl,2,1,147.7368,flydsl_mxfp8_bf16_sb128_bp1_sat1_t128x128x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm4_pft_gfx950,0.0,915.76,761.22
gfx950,256,14336,768,7168,torch.bfloat16,False,128,True,True,flydsl,2,1,149.6168,flydsl_mxfp8_bf16_sb128_bp1_sat1_t128x128x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm4_pft_gfx950,0.0,1054.96,870.8
gfx950,256,16384,768,7168,torch.bfloat16,False,128,True,True,flydsl,2,1,159.5849,flydsl_mxfp8_bf16_sb128_bp1_sat1_t128x128x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm4_pft_gfx950,0.0,1130.36,928.1
gfx950,256,32768,768,7168,torch.bfloat16,False,128,True,True,flydsl,0,1,282.1145,flydsl_mxfp8_bf16_sb128_bp1_sat1_t128x128x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,1278.83,1030.5
gfx950,256,1,2048,7168,torch.bfloat16,False,128,True,True,flydsl,12,1,22.8631,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x2_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,1.28,642.58
gfx950,256,2,2048,7168,torch.bfloat16,False,128,True,True,flydsl,12,1,23.4912,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x2_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,2.5,625.88
gfx950,256,4,2048,7168,torch.bfloat16,False,128,True,True,flydsl,12,1,22.4471,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x2_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,5.23,655.99
gfx950,256,8,2048,7168,torch.bfloat16,False,128,True,True,flydsl,24,1,22.6832,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x4_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,10.35,651.15
gfx950,256,16,2048,7168,torch.bfloat16,False,128,True,True,flydsl,24,1,21.5993,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x4_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,21.75,688.0
gfx950,256,32,2048,7168,torch.bfloat16,False,128,True,True,flydsl,9,1,21.5394,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x2_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,43.62,698.28
gfx950,256,48,2048,7168,torch.bfloat16,False,128,True,True,flydsl,10,1,22.0513,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x3_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,63.91,690.24
gfx950,256,64,2048,7168,torch.bfloat16,False,128,True,True,flydsl,14,1,23.1313,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x4_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,81.23,665.81
gfx950,256,80,2048,7168,torch.bfloat16,False,128,True,True,flydsl,6,1,24.8073,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x2_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,94.68,628.09
gfx950,256,96,2048,7168,torch.bfloat16,False,128,True,True,flydsl,14,1,24.8874,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x4_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,113.25,633.31
gfx950,256,112,2048,7168,torch.bfloat16,False,128,True,True,flydsl,14,1,25.0713,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x4_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,131.16,635.85
gfx950,256,128,2048,7168,torch.bfloat16,False,128,True,True,flydsl,6,1,27.2794,flydsl_mxfp8_bf16_sb128_bp1_sat1_t16x32x256x2_ks1_w1x1x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,137.76,590.99
gfx950,256,144,2048,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,29.2793,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,144.4,556.78
gfx950,256,160,2048,7168,torch.bfloat16,False,128,True,True,flydsl,24,1,29.4513,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x2_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,159.5,559.65
gfx950,256,176,2048,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,29.2393,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,176.73,569.87
gfx950,256,192,2048,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,29.3354,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,192.16,574.14
gfx950,256,208,2048,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,29.5473,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,206.68,576.13
gfx950,256,224,2048,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,29.3394,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,224.16,586.35
gfx950,256,240,2048,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,29.7793,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,236.62,583.74
gfx950,256,256,2048,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,29.6313,flydsl_mxfp8_bf16_sb128_bp1_sat1_t32x64x256x4_ks1_w1x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,253.66,592.74
gfx950,256,288,2048,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,33.4194,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,253.02,536.34
gfx950,256,320,2048,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,32.9274,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,285.33,555.3
gfx950,256,352,2048,7168,torch.bfloat16,False,128,True,True,flydsl,32,1,33.7716,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x3_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,306.02,552.09
gfx950,256,384,2048,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,33.9396,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,332.19,559.98
gfx950,256,416,2048,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,33.6874,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,362.56,574.87
gfx950,256,448,2048,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,33.9154,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,387.83,581.63
gfx950,256,480,2048,7168,torch.bfloat16,False,128,True,True,flydsl,37,1,34.0274,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x4_ks1_w2x2x1_mma16x16x128_bias0_gm4_pft_gfx950,0.0,414.16,590.31
gfx950,256,512,2048,7168,torch.bfloat16,False,128,True,True,flydsl,37,1,33.3074,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x4_ks1_w2x2x1_mma16x16x128_bias0_gm4_pft_gfx950,0.0,451.32,613.89
gfx950,256,544,2048,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,38.7754,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,411.91,536.62
gfx950,256,576,2048,7168,torch.bfloat16,False,128,True,True,flydsl,24,1,39.1757,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x128x4_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,431.68,540.34
gfx950,256,608,2048,7168,torch.bfloat16,False,128,True,True,flydsl,18,1,39.5795,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,451.02,543.93
gfx950,256,640,2048,7168,torch.bfloat16,False,128,True,True,flydsl,18,1,39.8795,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,471.18,548.88
gfx950,256,672,2048,7168,torch.bfloat16,False,128,True,True,flydsl,18,1,41.0313,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x128x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,480.85,542.26
gfx950,256,704,2048,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,43.7553,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,472.39,516.74
gfx950,256,736,2048,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,44.5197,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,485.38,515.96
gfx950,256,768,2048,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,43.9796,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,512.71,530.49
gfx950,256,800,2048,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,43.9916,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,533.92,538.54
gfx950,256,832,2048,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,44.2635,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,551.87,543.38
gfx950,256,864,2048,7168,torch.bfloat16,False,128,True,True,flydsl,26,1,45.4835,flydsl_mxfp8_bf16_sb128_bp1_sat1_t64x64x256x2_ks1_w2x2x1_mma16x16x128_bias0_gm0_pft_gfx950,0.0,557.72,536.73
