M,N,K
432,5120,3072
440,5120,3072
448,5120,3072
456,5120,3072
464,5120,3072
472,5120,3072
480,5120,3072
488,5120,3072
496,5120,3072
504,5120,3072
512,5120,3072
1024,5120,3072
2048,5120,3072
4096,5120,3072
8192,5120,3072
16384,5120,3072
20480,5120,3072
1,17408,5120
2,17408,5120
4,17408,5120
8,17408,5120
16,17408,5120
24,17408,5120
32,17408,5120
40,17408,5120
48,17408,5120
56,17408,5120
64,17408,5120
72,17408,5120
80,17408,5120
88,17408,5120
96,17408,5120
104,17408,5120
112,17408,5120
120,17408,5120
128,17408,5120
136,17408,5120
144,17408,5120
152,17408,5120
160,17408,5120
168,17408,5120
176,17408,5120
184,17408,5120
192,17408,5120
200,17408,5120
208,17408,5120
216,17408,5120
224,17408,5120
232,17408,5120
240,17408,5120
248,17408,5120
256,17408,5120
264,17408,5120
272,17408,5120
280,17408,5120
288,17408,5120
296,17408,5120
304,17408,5120
312,17408,5120
320,17408,5120
328,17408,5120
336,17408,5120
344,17408,5120
352,17408,5120
360,17408,5120
368,17408,5120
376,17408,5120
384,17408,5120
392,17408,5120
400,17408,5120
408,17408,5120
416,17408,5120
424,17408,5120
432,17408,5120
440,17408,5120
448,17408,5120
456,17408,5120
464,17408,5120
472,17408,5120
480,17408,5120
488,17408,5120
496,17408,5120
504,17408,5120
512,17408,5120
1024,17408,5120
2048,17408,5120
4096,17408,5120
8192,17408,5120
16384,17408,5120
20480,17408,5120
1,5120,8704
2,5120,8704
4,5120,8704
8,5120,8704
16,5120,8704
24,5120,8704
32,5120,8704
40,5120,8704
48,5120,8704
56,5120,8704
64,5120,8704
72,5120,8704
80,5120,8704
88,5120,8704
96,5120,8704
104,5120,8704
112,5120,8704
120,5120,8704
128,5120,8704
136,5120,8704
144,5120,8704
152,5120,8704
160,5120,8704
168,5120,8704
176,5120,8704
184,5120,8704
192,5120,8704
200,5120,8704
208,5120,8704
216,5120,8704
224,5120,8704
232,5120,8704
240,5120,8704
248,5120,8704
256,5120,8704
264,5120,8704
272,5120,8704
280,5120,8704
288,5120,8704
296,5120,8704
304,5120,8704
312,5120,8704
320,5120,8704
328,5120,8704
336,5120,8704
344,5120,8704
352,5120,8704
360,5120,8704
368,5120,8704
376,5120,8704
384,5120,8704
392,5120,8704
400,5120,8704
408,5120,8704
416,5120,8704
424,5120,8704
432,5120,8704
440,5120,8704
448,5120,8704
456,5120,8704
464,5120,8704
472,5120,8704
480,5120,8704
488,5120,8704
496,5120,8704
504,5120,8704
512,5120,8704
1024,5120,8704
2048,5120,8704
4096,5120,8704
8192,5120,8704
16384,5120,8704
20480,5120,8704
1,7168,5120
2,7168,5120
4,7168,5120
8,7168,5120
16,7168,5120
24,7168,5120
32,7168,5120
40,7168,5120
48,7168,5120
56,7168,5120
64,7168,5120
72,7168,5120
80,7168,5120
88,7168,5120
96,7168,5120
104,7168,5120
112,7168,5120
120,7168,5120
128,7168,5120
136,7168,5120
144,7168,5120
152,7168,5120
160,7168,5120
168,7168,5120
176,7168,5120
184,7168,5120
192,7168,5120
200,7168,5120
208,7168,5120
216,7168,5120
224,7168,5120
232,7168,5120
240,7168,5120
248,7168,5120
256,7168,5120
264,7168,5120
272,7168,5120
280,7168,5120
288,7168,5120
296,7168,5120
304,7168,5120
312,7168,5120
320,7168,5120
328,7168,5120
336,7168,5120
344,7168,5120
352,7168,5120
360,7168,5120
368,7168,5120
376,7168,5120
384,7168,5120
392,7168,5120
400,7168,5120
408,7168,5120
416,7168,5120
424,7168,5120
432,7168,5120
440,7168,5120
448,7168,5120
456,7168,5120
464,7168,5120
472,7168,5120
480,7168,5120
488,7168,5120
496,7168,5120
504,7168,5120
512,7168,5120
1024,7168,5120
2048,7168,5120
4096,7168,5120
8192,7168,5120
16384,7168,5120
20480,7168,5120
